,country,most_important_feature,feature_value,# functioning,# not functioning,percentage_broken
11040,India,lat_deg,21.936,1.0,,
11041,India,lat_deg,21.9364,1.0,,
11042,India,lat_deg,21.9371,1.0,,
11043,India,lat_deg,21.9375,1.0,,
11044,India,lat_deg,21.9381,1.0,,
11045,India,lat_deg,21.9387,1.0,,
11046,India,lat_deg,21.9388,1.0,,
11047,India,lat_deg,21.9389,1.0,,
11048,India,lat_deg,21.9395,1.0,,
11049,India,lat_deg,21.9396,2.0,,
11050,India,lat_deg,21.9405,1.0,,
11051,India,lat_deg,21.9411,1.0,,
11052,India,lat_deg,21.9415,1.0,,
11053,India,lat_deg,21.9418,1.0,,
11054,India,lat_deg,21.9421,3.0,,
11055,India,lat_deg,21.9424,1.0,,
11056,India,lat_deg,21.9429,1.0,,
11057,India,lat_deg,21.943,1.0,,
11058,India,lat_deg,21.9436,1.0,,
11059,India,lat_deg,21.9439,2.0,,
11060,India,lat_deg,21.94400000000001,1.0,,
11061,India,lat_deg,21.9442,1.0,,
11062,India,lat_deg,21.9446,1.0,,
11063,India,lat_deg,21.9457,2.0,,
11064,India,lat_deg,21.9459,1.0,,
11065,India,lat_deg,21.9461,1.0,,
11066,India,lat_deg,21.9463,1.0,,
11067,India,lat_deg,21.9465,1.0,,
11068,India,lat_deg,21.9468,1.0,,
11069,India,lat_deg,21.9476,1.0,,
11070,India,lat_deg,21.9479,1.0,,
11071,India,lat_deg,21.9484,1.0,,
11072,India,lat_deg,21.9486,1.0,,
11073,India,lat_deg,21.9487,1.0,,
11074,India,lat_deg,21.9492,2.0,,
11075,India,lat_deg,21.9494,1.0,,
11076,India,lat_deg,21.9495,3.0,,
11077,India,lat_deg,21.9498,1.0,,
11078,India,lat_deg,21.95,1.0,,
11079,India,lat_deg,21.9503,1.0,,
11080,India,lat_deg,21.9511,1.0,,
11081,India,lat_deg,21.9512,2.0,,
11082,India,lat_deg,21.9513,1.0,,
11083,India,lat_deg,21.9519,1.0,,
11084,India,lat_deg,21.9523,1.0,,
11085,India,lat_deg,21.9527,1.0,,
11086,India,lat_deg,21.9528,1.0,,
11087,India,lat_deg,21.9534,1.0,,
11088,India,lat_deg,21.9538,1.0,,
11089,India,lat_deg,21.9541,1.0,,
11090,India,lat_deg,21.9543,1.0,,
11091,India,lat_deg,21.955,2.0,,
11092,India,lat_deg,21.9553,1.0,,
11093,India,lat_deg,21.9554,2.0,,
11094,India,lat_deg,21.9559,1.0,,
11095,India,lat_deg,21.9562,2.0,,
11096,India,lat_deg,21.9565,1.0,,
11097,India,lat_deg,21.9567,1.0,,
11098,India,lat_deg,21.9573,1.0,,
11099,India,lat_deg,21.9574,1.0,,
11100,India,lat_deg,21.9576,1.0,,
11101,India,lat_deg,21.9582,1.0,,
11102,India,lat_deg,21.9586,1.0,,
11103,India,lat_deg,21.9588,1.0,,
11104,India,lat_deg,21.959,1.0,,
11105,India,lat_deg,21.9595,1.0,,
11106,India,lat_deg,21.9607,1.0,,
11107,India,lat_deg,21.9608,1.0,,
11108,India,lat_deg,21.9614,1.0,,
11109,India,lat_deg,21.962,2.0,,
11110,India,lat_deg,21.9621,1.0,,
11111,India,lat_deg,21.9628,3.0,,
11112,India,lat_deg,21.9631,1.0,,
11113,India,lat_deg,21.9636,1.0,,
11114,India,lat_deg,21.9637,1.0,,
11115,India,lat_deg,21.9639,1.0,,
11116,India,lat_deg,21.9643,3.0,,
11117,India,lat_deg,21.9645,1.0,,
11118,India,lat_deg,21.9654,2.0,,
11119,India,lat_deg,21.9656,1.0,,
11120,India,lat_deg,21.9657,1.0,,
11121,India,lat_deg,21.9661,1.0,,
11122,India,lat_deg,21.9662,1.0,,
11123,India,lat_deg,21.9663,1.0,,
11124,India,lat_deg,21.9665,1.0,,
11125,India,lat_deg,21.9666,2.0,,
11126,India,lat_deg,21.9667,2.0,,
11127,India,lat_deg,21.9668,1.0,,
11128,India,lat_deg,21.9671,1.0,,
11129,India,lat_deg,21.9674,1.0,,
11130,India,lat_deg,21.9677,1.0,,
11131,India,lat_deg,21.9679,1.0,,
11132,India,lat_deg,21.9682,1.0,,
11133,India,lat_deg,21.9686,1.0,,
11134,India,lat_deg,21.9688,1.0,,
11135,India,lat_deg,21.9696,1.0,,
11136,India,lat_deg,21.9697,1.0,,
11137,India,lat_deg,21.971,1.0,,
11138,India,lat_deg,21.9711,1.0,,
11139,India,lat_deg,21.9713,1.0,,
11140,India,lat_deg,21.9715,1.0,,
11141,India,lat_deg,21.9717,2.0,,
11142,India,lat_deg,21.9719,2.0,,
11143,India,lat_deg,21.9723,1.0,,
11144,India,lat_deg,21.9731,2.0,,
11145,India,lat_deg,21.9733,1.0,,
11146,India,lat_deg,21.9734,2.0,,
11147,India,lat_deg,21.9738,3.0,,
11148,India,lat_deg,21.9739,2.0,,
11149,India,lat_deg,21.9742,1.0,,
11150,India,lat_deg,21.9743,1.0,,
11151,India,lat_deg,21.9744,1.0,,
11152,India,lat_deg,21.9745,2.0,,
11153,India,lat_deg,21.9747,1.0,,
11154,India,lat_deg,21.9753,1.0,,
11155,India,lat_deg,21.9754,1.0,,
11156,India,lat_deg,21.9755,1.0,,
11157,India,lat_deg,21.9756,1.0,,
11158,India,lat_deg,21.9758,1.0,,
11159,India,lat_deg,21.9759,1.0,,
11160,India,lat_deg,21.9762,1.0,,
11161,India,lat_deg,21.9766,1.0,,
11162,India,lat_deg,21.9767,2.0,,
11163,India,lat_deg,21.9769,2.0,,
11164,India,lat_deg,21.9772,1.0,,
11165,India,lat_deg,21.9774,1.0,,
11166,India,lat_deg,21.9777,1.0,,
11167,India,lat_deg,21.978,3.0,,
11168,India,lat_deg,21.9782,1.0,,
11169,India,lat_deg,21.9783,1.0,,
11170,India,lat_deg,21.9785,1.0,,
11171,India,lat_deg,21.9788,3.0,,
11172,India,lat_deg,21.9789,1.0,,
11173,India,lat_deg,21.9795,1.0,,
11174,India,lat_deg,21.9797,2.0,,
11175,India,lat_deg,21.9803,1.0,,
11176,India,lat_deg,21.9805,1.0,,
11177,India,lat_deg,21.9807,1.0,,
11178,India,lat_deg,21.9809,1.0,,
11179,India,lat_deg,21.9816,1.0,,
11180,India,lat_deg,21.9818,1.0,,
11181,India,lat_deg,21.9821,1.0,,
11182,India,lat_deg,21.9832,1.0,,
11183,India,lat_deg,21.9834,1.0,,
11184,India,lat_deg,21.9848,1.0,,
11185,India,lat_deg,21.9849,1.0,,
11186,India,lat_deg,21.9853,1.0,,
11187,India,lat_deg,21.9857,1.0,,
11188,India,lat_deg,21.9858,1.0,,
11189,India,lat_deg,21.9862,1.0,,
11190,India,lat_deg,21.9864,1.0,,
11191,India,lat_deg,21.9865,2.0,,
11192,India,lat_deg,21.9872,1.0,,
11193,India,lat_deg,21.9873,1.0,,
11194,India,lat_deg,21.9881,1.0,,
11195,India,lat_deg,21.9883,1.0,,
11196,India,lat_deg,21.9893,1.0,,
11197,India,lat_deg,21.9901,1.0,,
11198,India,lat_deg,21.991,1.0,,
11199,India,lat_deg,21.9911,1.0,,
11200,India,lat_deg,21.9913,1.0,,
11201,India,lat_deg,21.9924,1.0,,
11202,India,lat_deg,21.9929,1.0,,
11203,India,lat_deg,21.9937,1.0,,
11204,India,lat_deg,21.9939,1.0,,
11205,India,lat_deg,21.9942,1.0,,
11206,India,lat_deg,21.9943,1.0,,
11207,India,lat_deg,21.9945,2.0,,
11208,India,lat_deg,21.9946,1.0,,
11209,India,lat_deg,21.9958,1.0,,
11210,India,lat_deg,21.9979,1.0,,
11211,India,lat_deg,22.4787,1.0,,
11212,India,lat_deg,22.4791,1.0,,
11213,India,lat_deg,22.4792,1.0,,
11214,India,lat_deg,22.4807,1.0,,
11215,India,lat_deg,22.4814,1.0,,
11216,India,lat_deg,22.482,1.0,,
11217,India,lat_deg,22.4839,1.0,,
11218,India,lat_deg,22.4845,1.0,,
11219,India,lat_deg,22.4918,1.0,,
11220,India,lat_deg,22.4929,1.0,,
11221,India,lat_deg,22.4936,1.0,,
11222,India,lat_deg,22.494,1.0,,
11223,India,lat_deg,22.4941,2.0,,
11224,India,lat_deg,22.4942,1.0,,
11225,India,lat_deg,22.4944,1.0,,
11226,India,lat_deg,22.4945,2.0,,
11227,India,lat_deg,22.4954,1.0,,
11228,India,lat_deg,22.4957,1.0,,
11229,India,lat_deg,22.4964,1.0,,
11230,India,lat_deg,22.5069,1.0,,
11231,India,lat_deg,22.5087,1.0,,
11232,India,lat_deg,22.51,1.0,,
11233,India,lat_deg,22.5111,1.0,,
11234,India,lat_deg,22.5115,1.0,,
11235,India,lat_deg,22.5116,1.0,,
11236,India,lat_deg,22.5122,1.0,,
11237,India,lat_deg,22.5123,1.0,,
11238,India,lat_deg,22.5132,1.0,,
11239,India,lat_deg,22.5134,1.0,,
11240,India,lat_deg,22.5151,1.0,,
11241,India,lat_deg,22.5341,1.0,,
11242,India,lat_deg,22.5346,1.0,,
11243,India,lat_deg,22.5354,1.0,,
11244,India,lat_deg,22.5368,1.0,,
11245,India,lat_deg,22.5374,1.0,,
11246,India,lat_deg,22.5379,1.0,,
11247,India,lat_deg,22.5381,1.0,,
11248,India,lat_deg,22.5383,1.0,,
11249,India,lat_deg,22.5388,1.0,,
11250,India,lat_deg,22.5398,1.0,,
11251,India,lat_deg,22.5402,1.0,,
11252,India,lat_deg,22.5407,1.0,,
11253,India,lat_deg,22.5412,1.0,,
11254,India,lat_deg,22.5419,1.0,,
11255,India,lat_deg,22.5423,1.0,,
11256,India,lat_deg,22.5432,1.0,,
11257,India,lat_deg,22.5433,1.0,,
11258,India,lat_deg,22.5434,1.0,,
11259,India,lat_deg,22.5438,1.0,,
11260,India,lat_deg,22.5442,1.0,,
11261,India,lat_deg,22.5444,1.0,,
11262,India,lat_deg,22.5447,2.0,,
11263,India,lat_deg,22.545,1.0,,
11264,India,lat_deg,22.5451,1.0,,
11265,India,lat_deg,22.5454,2.0,,
11266,India,lat_deg,22.546,1.0,,
11267,India,lat_deg,22.5466,1.0,,
11268,India,lat_deg,22.5467,1.0,,
11269,India,lat_deg,22.546999999999997,1.0,,
11270,India,lat_deg,22.5471,2.0,,
11271,India,lat_deg,22.5472,1.0,,
11272,India,lat_deg,22.5473,3.0,,
11273,India,lat_deg,22.5476,2.0,,
11274,India,lat_deg,22.5477,1.0,,
11275,India,lat_deg,22.5479,2.0,,
11276,India,lat_deg,22.5481,1.0,,
11277,India,lat_deg,22.5485,1.0,,
11278,India,lat_deg,22.5488,1.0,,
11279,India,lat_deg,22.5489,1.0,,
11280,India,lat_deg,22.5492,1.0,,
11281,India,lat_deg,22.55,1.0,,
11282,India,lat_deg,22.5504,2.0,,
11283,India,lat_deg,22.5507,1.0,,
11284,India,lat_deg,22.5511,1.0,,
11285,India,lat_deg,22.5512,1.0,,
11286,India,lat_deg,22.5513,2.0,,
11287,India,lat_deg,22.5515,1.0,,
11288,India,lat_deg,22.5516,1.0,,
11289,India,lat_deg,22.5518,1.0,,
11290,India,lat_deg,22.5519,1.0,,
11291,India,lat_deg,22.5522,2.0,,
11292,India,lat_deg,22.5524,2.0,,
11293,India,lat_deg,22.5526,2.0,,
11294,India,lat_deg,22.5527,1.0,,
11295,India,lat_deg,22.5528,2.0,,
11296,India,lat_deg,22.5529,1.0,,
11297,India,lat_deg,22.5532,2.0,,
11298,India,lat_deg,22.5534,2.0,,
11299,India,lat_deg,22.5535,2.0,,
11300,India,lat_deg,22.5537,2.0,,
11301,India,lat_deg,22.5541,2.0,,
11302,India,lat_deg,22.5544,1.0,,
11303,India,lat_deg,22.5545,1.0,,
11304,India,lat_deg,22.5546,1.0,,
11305,India,lat_deg,22.5547,1.0,,
11306,India,lat_deg,22.5548,1.0,,
11307,India,lat_deg,22.555,1.0,,
11308,India,lat_deg,22.5551,1.0,,
11309,India,lat_deg,22.5557,1.0,,
11310,India,lat_deg,22.5558,1.0,,
11311,India,lat_deg,22.5562,1.0,,
11312,India,lat_deg,22.5569,1.0,,
11313,India,lat_deg,22.557,1.0,,
11314,India,lat_deg,22.5573,2.0,,
11315,India,lat_deg,22.5576,2.0,,
11316,India,lat_deg,22.5577,1.0,,
11317,India,lat_deg,22.5578,1.0,,
11318,India,lat_deg,22.5579,3.0,,
11319,India,lat_deg,22.558000000000003,2.0,,
11320,India,lat_deg,22.5581,1.0,,
11321,India,lat_deg,22.5582,1.0,,
11322,India,lat_deg,22.5584,2.0,,
11323,India,lat_deg,22.5585,1.0,,
11324,India,lat_deg,22.5587,1.0,,
11325,India,lat_deg,22.5589,2.0,,
11326,India,lat_deg,22.559,2.0,,
11327,India,lat_deg,22.5593,2.0,,
11328,India,lat_deg,22.5595,1.0,,
11329,India,lat_deg,22.5597,1.0,,
11330,India,lat_deg,22.56,2.0,,
11331,India,lat_deg,22.5601,1.0,,
11332,India,lat_deg,22.5604,1.0,,
11333,India,lat_deg,22.5606,1.0,,
11334,India,lat_deg,22.5607,1.0,,
11335,India,lat_deg,22.5608,1.0,,
11336,India,lat_deg,22.5609,1.0,,
11337,India,lat_deg,22.5611,1.0,,
11338,India,lat_deg,22.5612,1.0,,
11339,India,lat_deg,22.5614,1.0,,
11340,India,lat_deg,22.5617,1.0,,
11341,India,lat_deg,22.5621,2.0,,
11342,India,lat_deg,22.5623,1.0,,
11343,India,lat_deg,22.5624,2.0,,
11344,India,lat_deg,22.5625,3.0,,
11345,India,lat_deg,22.5627,1.0,,
11346,India,lat_deg,22.563000000000002,2.0,,
11347,India,lat_deg,22.5631,1.0,,
11348,India,lat_deg,22.5634,1.0,,
11349,India,lat_deg,22.5635,1.0,,
11350,India,lat_deg,22.5636,2.0,,
11351,India,lat_deg,22.5638,1.0,,
11352,India,lat_deg,22.5639,1.0,,
11353,India,lat_deg,22.5642,1.0,,
11354,India,lat_deg,22.5643,2.0,,
11355,India,lat_deg,22.5644,1.0,,
11356,India,lat_deg,22.5646,3.0,,
11357,India,lat_deg,22.5647,2.0,,
11358,India,lat_deg,22.5648,2.0,,
11359,India,lat_deg,22.5651,1.0,,
11360,India,lat_deg,22.5652,2.0,,
11361,India,lat_deg,22.5653,1.0,,
11362,India,lat_deg,22.5654,1.0,,
11363,India,lat_deg,22.5655,1.0,,
11364,India,lat_deg,22.5658,4.0,,
11365,India,lat_deg,22.566,1.0,,
11366,India,lat_deg,22.5663,2.0,,
11367,India,lat_deg,22.5667,1.0,,
11368,India,lat_deg,22.5673,1.0,,
11369,India,lat_deg,22.5676,1.0,,
11370,India,lat_deg,22.568,1.0,,
11371,India,lat_deg,22.5682,1.0,,
11372,India,lat_deg,22.5686,1.0,,
11373,India,lat_deg,22.5689,1.0,,
11374,India,lat_deg,22.5697,1.0,,
11375,India,lat_deg,22.5699,2.0,,
11376,India,lat_deg,22.57,1.0,,
11377,India,lat_deg,22.5701,1.0,,
11378,India,lat_deg,22.5703,1.0,,
11379,India,lat_deg,22.570999999999998,1.0,,
11380,India,lat_deg,22.5716,1.0,,
11381,India,lat_deg,22.5722,2.0,,
11382,India,lat_deg,22.5724,1.0,,
11383,India,lat_deg,22.5725,1.0,,
11384,India,lat_deg,22.5726,1.0,,
11385,India,lat_deg,22.5727,1.0,,
11386,India,lat_deg,22.5728,1.0,,
11387,India,lat_deg,22.5731,1.0,,
11388,India,lat_deg,22.5732,1.0,,
11389,India,lat_deg,22.5733,1.0,,
11390,India,lat_deg,22.5745,1.0,,
11391,India,lat_deg,22.5746,1.0,,
11392,India,lat_deg,22.5747,1.0,,
11393,India,lat_deg,22.5749,1.0,,
11394,India,lat_deg,22.5752,1.0,,
11395,India,lat_deg,22.576999999999998,1.0,,
11396,India,lat_deg,22.5781,1.0,,
11397,India,lat_deg,22.5796,1.0,,
11398,India,lat_deg,22.5797,1.0,,
11399,India,lat_deg,22.5801,1.0,,
11400,India,lat_deg,22.5804,1.0,,
11401,India,lat_deg,22.5809,1.0,,
11402,India,lat_deg,22.5812,1.0,,
11403,India,lat_deg,22.5813,1.0,,
11404,India,lat_deg,22.5815,1.0,,
11405,India,lat_deg,22.5819,1.0,,
11406,India,lat_deg,22.5823,2.0,,
11407,India,lat_deg,22.5826,2.0,,
11408,India,lat_deg,22.9724,1.0,,
11409,India,lat_deg,22.9729,1.0,,
11410,India,lat_deg,22.9731,2.0,,
11411,India,lat_deg,22.9732,1.0,,
11412,India,lat_deg,22.9733,1.0,,
11413,India,lat_deg,22.9735,1.0,,
11414,India,lat_deg,22.9736,1.0,,
11415,India,lat_deg,22.9738,1.0,,
11416,India,lat_deg,22.9739,1.0,,
11417,India,lat_deg,22.9741,2.0,,
11418,India,lat_deg,22.9744,3.0,,
11419,India,lat_deg,22.9745,1.0,,
11420,India,lat_deg,22.9752,1.0,,
11421,India,lat_deg,22.9753,2.0,,
11422,India,lat_deg,22.9754,1.0,,
11423,India,lat_deg,22.9755,1.0,,
11424,India,lat_deg,22.9756,1.0,,
11425,India,lat_deg,22.9759,1.0,,
11426,India,lat_deg,22.9761,1.0,,
11427,India,lat_deg,22.9762,2.0,,
11428,India,lat_deg,22.9766,1.0,,
11429,India,lat_deg,22.9767,2.0,,
11430,India,lat_deg,22.9769,3.0,,
11431,India,lat_deg,22.9771,1.0,,
11432,India,lat_deg,22.9774,1.0,,
11433,India,lat_deg,22.9777,2.0,,
11434,India,lat_deg,22.9779,2.0,,
11435,India,lat_deg,22.9785,2.0,,
11436,India,lat_deg,22.9786,2.0,,
11437,India,lat_deg,22.9788,1.0,,
11438,India,lat_deg,22.9789,1.0,,
11439,India,lat_deg,22.9791,1.0,,
11440,India,lat_deg,22.9793,4.0,,
11441,India,lat_deg,22.9794,1.0,,
11442,India,lat_deg,22.9795,1.0,,
11443,India,lat_deg,22.9797,1.0,,
11444,India,lat_deg,22.9798,1.0,,
11445,India,lat_deg,22.9799,3.0,,
11446,India,lat_deg,22.98,5.0,,
11447,India,lat_deg,22.9801,3.0,,
11448,India,lat_deg,22.9803,2.0,,
11449,India,lat_deg,22.9804,2.0,,
11450,India,lat_deg,22.9805,1.0,,
11451,India,lat_deg,22.9806,1.0,,
11452,India,lat_deg,22.9807,1.0,,
11453,India,lat_deg,22.980999999999998,2.0,,
11454,India,lat_deg,22.9812,2.0,,
11455,India,lat_deg,22.9813,1.0,,
11456,India,lat_deg,22.9815,1.0,,
11457,India,lat_deg,22.9817,3.0,,
11458,India,lat_deg,22.982,2.0,,
11459,India,lat_deg,22.9824,3.0,,
11460,India,lat_deg,22.9825,2.0,,
11461,India,lat_deg,22.9828,1.0,,
11462,India,lat_deg,22.9829,3.0,,
11463,India,lat_deg,22.983,1.0,,
11464,India,lat_deg,22.9832,1.0,,
11465,India,lat_deg,22.9834,1.0,,
11466,India,lat_deg,22.9835,2.0,,
11467,India,lat_deg,22.9837,2.0,,
11468,India,lat_deg,22.9838,2.0,,
11469,India,lat_deg,22.9839,1.0,,
11470,India,lat_deg,22.9841,1.0,,
11471,India,lat_deg,22.9842,3.0,,
11472,India,lat_deg,22.9843,1.0,,
11473,India,lat_deg,22.9845,1.0,,
11474,India,lat_deg,22.9846,2.0,,
11475,India,lat_deg,22.9848,2.0,,
11476,India,lat_deg,22.985,1.0,,
11477,India,lat_deg,22.9851,3.0,,
11478,India,lat_deg,22.9852,2.0,,
11479,India,lat_deg,22.9853,3.0,,
11480,India,lat_deg,22.9855,1.0,,
11481,India,lat_deg,22.9857,2.0,,
11482,India,lat_deg,22.9859,1.0,,
11483,India,lat_deg,22.986,3.0,,
11484,India,lat_deg,22.9863,4.0,,
11485,India,lat_deg,22.9864,1.0,,
11486,India,lat_deg,22.9865,3.0,,
11487,India,lat_deg,22.9866,1.0,,
11488,India,lat_deg,22.9868,1.0,,
11489,India,lat_deg,22.9869,2.0,,
11490,India,lat_deg,22.987,1.0,,
11491,India,lat_deg,22.9871,1.0,,
11492,India,lat_deg,22.9872,1.0,,
11493,India,lat_deg,22.9874,3.0,,
11494,India,lat_deg,22.9876,1.0,,
11495,India,lat_deg,22.9877,1.0,,
11496,India,lat_deg,22.9878,1.0,,
11497,India,lat_deg,22.988000000000003,1.0,,
11498,India,lat_deg,22.9881,3.0,,
11499,India,lat_deg,22.9882,2.0,,
11500,India,lat_deg,22.9883,2.0,,
11501,India,lat_deg,22.9884,1.0,,
11502,India,lat_deg,22.9885,1.0,,
11503,India,lat_deg,22.9886,1.0,,
11504,India,lat_deg,22.9888,2.0,,
11505,India,lat_deg,22.9889,1.0,,
11506,India,lat_deg,22.989,1.0,,
11507,India,lat_deg,22.9891,1.0,,
11508,India,lat_deg,22.9892,1.0,,
11509,India,lat_deg,22.9893,5.0,,
11510,India,lat_deg,22.9894,3.0,,
11511,India,lat_deg,22.9895,2.0,,
11512,India,lat_deg,22.9896,2.0,,
11513,India,lat_deg,22.9897,4.0,,
11514,India,lat_deg,22.9898,3.0,,
11515,India,lat_deg,22.9899,2.0,,
11516,India,lat_deg,22.99,1.0,,
11517,India,lat_deg,22.9901,2.0,,
11518,India,lat_deg,22.9902,3.0,,
11519,India,lat_deg,22.9903,3.0,,
11520,India,lat_deg,22.9904,3.0,,
11521,India,lat_deg,22.9905,3.0,,
11522,India,lat_deg,22.9906,1.0,,
11523,India,lat_deg,22.9907,2.0,,
11524,India,lat_deg,22.9908,1.0,,
11525,India,lat_deg,22.9909,4.0,,
11526,India,lat_deg,22.991,5.0,,
11527,India,lat_deg,22.9913,3.0,,
11528,India,lat_deg,22.9914,1.0,,
11529,India,lat_deg,22.9915,2.0,,
11530,India,lat_deg,22.9917,3.0,,
11531,India,lat_deg,22.9918,2.0,,
11532,India,lat_deg,22.9919,1.0,,
11533,India,lat_deg,22.991999999999997,3.0,,
11534,India,lat_deg,22.9921,1.0,,
11535,India,lat_deg,22.9923,4.0,,
11536,India,lat_deg,22.9924,1.0,,
11537,India,lat_deg,22.9926,2.0,,
11538,India,lat_deg,22.9927,2.0,,
11539,India,lat_deg,22.9928,1.0,,
11540,India,lat_deg,22.9929,1.0,,
11541,India,lat_deg,22.993000000000002,1.0,,
11542,India,lat_deg,22.9932,2.0,,
11543,India,lat_deg,22.9933,2.0,,
11544,India,lat_deg,22.9934,1.0,,
11545,India,lat_deg,22.9938,1.0,,
11546,India,lat_deg,22.9939,1.0,,
11547,India,lat_deg,22.9941,3.0,,
11548,India,lat_deg,22.9942,2.0,,
11549,India,lat_deg,22.9943,2.0,,
11550,India,lat_deg,22.9944,2.0,,
11551,India,lat_deg,22.9945,1.0,,
11552,India,lat_deg,22.9946,1.0,,
11553,India,lat_deg,22.9947,1.0,,
11554,India,lat_deg,22.9948,2.0,,
11555,India,lat_deg,22.9949,2.0,,
11556,India,lat_deg,22.9951,2.0,,
11557,India,lat_deg,22.9952,1.0,,
11558,India,lat_deg,22.9953,1.0,,
11559,India,lat_deg,22.9954,1.0,,
11560,India,lat_deg,22.9955,1.0,,
11561,India,lat_deg,22.9956,2.0,,
11562,India,lat_deg,22.9957,2.0,,
11563,India,lat_deg,22.9958,3.0,,
11564,India,lat_deg,22.9959,1.0,,
11565,India,lat_deg,22.996,4.0,,
11566,India,lat_deg,22.9961,2.0,,
11567,India,lat_deg,22.9962,3.0,,
11568,India,lat_deg,22.9963,1.0,,
11569,India,lat_deg,22.9964,1.0,,
11570,India,lat_deg,22.9966,1.0,,
11571,India,lat_deg,22.9967,2.0,,
11572,India,lat_deg,22.9968,1.0,,
11573,India,lat_deg,22.9971,4.0,,
11574,India,lat_deg,22.9972,3.0,,
11575,India,lat_deg,22.9974,1.0,,
11576,India,lat_deg,22.9977,1.0,,
11577,India,lat_deg,22.9978,2.0,,
11578,India,lat_deg,22.9979,1.0,,
11579,India,lat_deg,22.998,4.0,,
11580,India,lat_deg,22.9981,2.0,,
11581,India,lat_deg,22.9982,1.0,,
11582,India,lat_deg,22.9983,3.0,,
11583,India,lat_deg,22.9984,1.0,,
11584,India,lat_deg,22.9985,5.0,,
11585,India,lat_deg,22.9986,3.0,,
11586,India,lat_deg,22.9987,3.0,,
11587,India,lat_deg,22.9988,1.0,,
11588,India,lat_deg,22.9989,5.0,,
11589,India,lat_deg,22.999000000000002,1.0,,
11590,India,lat_deg,22.9991,3.0,,
11591,India,lat_deg,22.9992,3.0,,
11592,India,lat_deg,22.9994,1.0,,
11593,India,lat_deg,22.9995,2.0,,
11594,India,lat_deg,22.9996,1.0,,
11595,India,lat_deg,22.9997,4.0,,
11596,India,lat_deg,22.9999,1.0,,
11597,India,lat_deg,23.0,2.0,,
11598,India,lat_deg,23.0002,4.0,,
11599,India,lat_deg,23.0003,2.0,,
11600,India,lat_deg,23.0004,1.0,,
11601,India,lat_deg,23.0005,4.0,,
11602,India,lat_deg,23.0006,2.0,,
11603,India,lat_deg,23.0007,3.0,,
11604,India,lat_deg,23.0008,4.0,,
11605,India,lat_deg,23.0009,2.0,,
11606,India,lat_deg,23.000999999999998,1.0,,
11607,India,lat_deg,23.0011,3.0,,
11608,India,lat_deg,23.0012,2.0,,
11609,India,lat_deg,23.0013,5.0,,
11610,India,lat_deg,23.0014,1.0,,
11611,India,lat_deg,23.0015,1.0,,
11612,India,lat_deg,23.0016,3.0,,
11613,India,lat_deg,23.002,3.0,,
11614,India,lat_deg,23.0023,1.0,,
11615,India,lat_deg,23.0024,2.0,,
11616,India,lat_deg,23.0025,3.0,,
11617,India,lat_deg,23.0026,7.0,,
11618,India,lat_deg,23.0027,2.0,,
11619,India,lat_deg,23.0028,3.0,,
11620,India,lat_deg,23.0029,4.0,,
11621,India,lat_deg,23.0031,5.0,,
11622,India,lat_deg,23.0032,2.0,,
11623,India,lat_deg,23.0033,1.0,,
11624,India,lat_deg,23.0035,3.0,,
11625,India,lat_deg,23.0036,8.0,,
11626,India,lat_deg,23.0037,1.0,,
11627,India,lat_deg,23.0039,3.0,,
11628,India,lat_deg,23.0041,2.0,,
11629,India,lat_deg,23.0042,1.0,,
11630,India,lat_deg,23.0043,1.0,,
11631,India,lat_deg,23.0046,2.0,,
11632,India,lat_deg,23.0048,2.0,,
11633,India,lat_deg,23.0049,3.0,,
11634,India,lat_deg,23.0054,5.0,,
11635,India,lat_deg,23.0056,1.0,,
11636,India,lat_deg,23.0057,5.0,,
11637,India,lat_deg,23.0059,3.0,,
11638,India,lat_deg,23.006,2.0,,
11639,India,lat_deg,23.0062,1.0,,
11640,India,lat_deg,23.0064,1.0,,
11641,India,lat_deg,23.006999999999998,1.0,,
11642,India,lat_deg,23.0071,1.0,,
11643,India,lat_deg,23.0073,1.0,,
11644,India,lat_deg,23.0074,2.0,,
11645,India,lat_deg,23.0075,2.0,,
11646,India,lat_deg,23.0077,2.0,,
11647,India,lat_deg,23.0079,1.0,,
11648,India,lat_deg,23.00800000000001,1.0,,
11649,India,lat_deg,23.0081,2.0,,
11650,India,lat_deg,23.0082,3.0,,
11651,India,lat_deg,23.0083,3.0,,
11652,India,lat_deg,23.0085,2.0,,
11653,India,lat_deg,23.0086,1.0,,
11654,India,lat_deg,23.0087,6.0,,
11655,India,lat_deg,23.0088,1.0,,
11656,India,lat_deg,23.0089,3.0,,
11657,India,lat_deg,23.009,2.0,,
11658,India,lat_deg,23.0091,2.0,,
11659,India,lat_deg,23.0097,5.0,,
11660,India,lat_deg,23.0098,2.0,,
11661,India,lat_deg,23.0099,1.0,,
11662,India,lat_deg,23.01,3.0,,
11663,India,lat_deg,23.0103,1.0,,
11664,India,lat_deg,23.0104,1.0,,
11665,India,lat_deg,23.0105,2.0,,
11666,India,lat_deg,23.0111,1.0,,
11667,India,lat_deg,23.0136,1.0,,
11668,India,lat_deg,23.0143,1.0,,
11669,India,lat_deg,23.0144,1.0,,
11670,India,lat_deg,23.0145,1.0,,
11671,India,lat_deg,23.0146,1.0,,
11672,India,lat_deg,23.0153,1.0,,
11673,India,lat_deg,23.0157,1.0,,
